,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
10068,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657,38015
10069,Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657,34365
10070,Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657,35810
10071,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657,39310
10072,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,40770
10073,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,42075
10074,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,43370
10075,Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657,37120
10076,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,39475
10077,Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657,35660
10078,Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657,35825
10079,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,42220
10080,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657,39460
10081,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657,38165
10082,Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,40925
10083,Chevrolet,Traverse,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,1385,43935
10084,Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,1385,30995
10085,Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,1385,38295
10086,Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,1385,32995
10087,Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,1385,33795
10088,Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,1385,35795
10089,Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,1385,36295
10090,Chevrolet,Traverse,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,1385,41935
10091,Chevrolet,Traverse,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,44145
10092,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,34005
10093,Chevrolet,Traverse,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,42145
10094,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,28700
10095,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,36505
10096,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,38505
10097,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,31205
10098,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,36005
10099,Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,33205
10100,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,38650
10101,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,28700
10102,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,34100
10103,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,31300
10104,Chevrolet,Traverse,2017,regular unleaded,288,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,44045
10105,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,33300
10106,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,36100
10107,Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,36650
10108,Chevrolet,Traverse,2017,regular unleaded,288,6,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,1385,42045
10109,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,25030
10110,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,26530
10111,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,23945
10112,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,20120
10113,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,21620
10114,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,22445
10115,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,20040
10116,Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,21540
10117,Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,24145
10118,Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,21800
10119,Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,25230
10120,Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,26730
10121,Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,20300
10122,Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,22645
10123,Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,1385,24400
10124,Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,1385,26100
10125,Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,1385,27600
10126,Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,1385,22900
10127,Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,1385,22500
10128,Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,1385,21000
10129,Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35895
10130,Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,30595
10131,Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32595
10132,Subaru,Tribeca,2013,regular unleaded,256,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32595
10133,Subaru,Tribeca,2014,regular unleaded,256,6,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34095
10134,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,30,34,586,27995
10135,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,27,29,586,27235
10136,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,27,29,586,29745
10137,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,30,34,586,25485
10138,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,31,34,586,29175
10139,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,31,34,586,31695
10140,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,27,29,586,30925
10141,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,27,29,586,33445
10142,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,586,23545
10143,Mazda,Tribute,2009,regular unleaded,171,4,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,22,586,19730
10144,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,26,18,586,25885
10145,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,586,24620
10146,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,17,586,24805
10147,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,586,24690
10148,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,586,26375
10149,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,17,586,25950
10150,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,586,22935
10151,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,586,21790
10152,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,26,18,586,24200
10153,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,26,18,586,23055
10154,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,17,586,27635
10155,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586,24200
10156,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586,27305
10157,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586,23590
10158,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586,25550
10159,Mazda,Tribute,2010,regular unleaded,171,4,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,22,586,20405
10160,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586,22445
10161,Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,25,19,586,27165
10162,Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,23,18,586,28915
10163,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586,25345
10164,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586,25700
10165,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586,25495
10166,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586,23740
10167,Mazda,Tribute,2011,flex-fuel (unleaded/E85),240,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,23,18,586,29065
10168,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586,22595
10169,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586,24350
10170,Mazda,Tribute,2011,regular unleaded,171,4,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,586,20555
10171,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586,27455
10172,Mazda,Tribute,2011,flex-fuel (unleaded/E85),240,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,25,19,586,27315
10173,Mazda,Truck,2002,regular unleaded,135,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,25,21,586,12840
10174,Mazda,Truck,2002,regular unleaded,207,6,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,16,586,19885
10175,Mazda,Truck,2002,regular unleaded,147,6,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,21,17,586,18090
10176,Mazda,Truck,2002,regular unleaded,207,6,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,18,14,586,22630
10177,Mazda,Truck,2002,regular unleaded,147,6,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,21,17,586,15670
10178,Mazda,Truck,2002,regular unleaded,147,6,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,20,16,586,20575
10179,Mazda,Truck,2003,regular unleaded,207,6,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,17,14,586,21410
10180,Mazda,Truck,2003,regular unleaded,207,6,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,17,14,586,23150
10181,Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,21,17,586,16975
10182,Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,21,17,586,19215
10183,Mazda,Truck,2003,regular unleaded,135,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,26,21,586,13930
10184,Mazda,Truck,2003,regular unleaded,207,6,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,15,586,20880
10185,Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,21,17,586,18885
10186,Mazda,Truck,2003,regular unleaded,135,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,26,21,586,18050
10187,Mazda,Truck,2003,regular unleaded,207,6,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,17,14,586,19975
10188,Nissan,Truck,1995,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,24,19,2009,2000
10189,Nissan,Truck,1995,regular unleaded,153,6,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,20,16,2009,2121
10190,Nissan,Truck,1995,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,24,19,2009,2000
10191,Nissan,Truck,1995,regular unleaded,153,6,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,20,16,2009,2000
10192,Nissan,Truck,1995,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,19,16,2009,2281
10193,Nissan,Truck,1995,regular unleaded,153,6,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,17,14,2009,2436
10194,Nissan,Truck,1995,regular unleaded,153,6,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,17,14,2009,2494
10195,Nissan,Truck,1995,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,19,16,2009,2130
10196,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,24,19,2009,2000
10197,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,24,19,2009,2122
10198,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,18,15,2009,2762
10199,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,18,15,2009,2354
10200,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,18,15,2009,2647
10201,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,24,19,2009,2547
10202,Nissan,Truck,1996,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,24,19,2009,2326
10203,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,18,15,2009,2918
10204,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,23,19,2009,2391
10205,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,18,15,2009,3140
10206,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,23,19,2009,2550
10207,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,four wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,18,15,2009,2676
10208,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,23,19,2009,2241
10209,Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,23,19,2009,2837
10210,Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,35010
10211,Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,31360
10212,Acura,TSX Sport Wagon,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,35510
10213,Acura,TSX Sport Wagon,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,31860
10214,Acura,TSX Sport Wagon,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,35635
10215,Acura,TSX Sport Wagon,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,31985
10216,Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,30010
10217,Acura,TSX,2012,premium unleaded (required),280,6,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,19,204,35550
10218,Acura,TSX,2012,premium unleaded (required),280,6,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,19,204,38650
10219,Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,33110
10220,Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,31010
10221,Acura,TSX,2012,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,29,21,204,31010
10222,Acura,TSX,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,30510
10223,Acura,TSX,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,31510
10224,Acura,TSX,2013,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,29,21,204,31510
10225,Acura,TSX,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,33610
10226,Acura,TSX,2013,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,19,204,39150
10227,Acura,TSX,2014,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,29,21,204,31635
10228,Acura,TSX,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,30635
10229,Acura,TSX,2014,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,19,204,39275
10230,Acura,TSX,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,33735
10231,Acura,TSX,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,31635
10232,Audi,TT RS,2012,premium unleaded (required),360,5,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,18,3105,56850
10233,Audi,TT RS,2013,premium unleaded (required),360,5,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,18,3105,57200
10234,Audi,TT,2015,premium unleaded (recommended),211,4,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,31,22,3105,43350
10235,Audi,TT,2015,premium unleaded (recommended),211,4,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Coupe,31,22,3105,40350
10236,Audi,TT,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,30,23,3105,42900
10237,Audi,TT,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,30,23,3105,46400
10238,Audi,TT,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,30,23,3105,47000
10239,Audi,TT,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,30,23,3105,43500
10240,Audi,TTS,2015,premium unleaded (required),265,4,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Compact,Convertible,31,22,3105,51700
10241,Audi,TTS,2015,premium unleaded (required),265,4,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Compact,Coupe,31,22,3105,48700
10242,Audi,TTS,2016,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Compact,Coupe,27,23,3105,51900
10243,Audi,TTS,2017,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,27,23,3105,52500
10244,Hyundai,Tucson,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,1439,26450
10245,Hyundai,Tucson,2015,regular unleaded,164,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,1439,21650
10246,Hyundai,Tucson,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,1439,27950
10247,Hyundai,Tucson,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,1439,23700
10248,Hyundai,Tucson,2015,regular unleaded,180,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,1439,25200
10249,Hyundai,Tucson,2015,regular unleaded,164,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,21,1439,23150
10250,Hyundai,Tucson,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,1439,25200
